Survived	PassengerId	Pclass	Age	SibSp	Parch	Fare	Sex_female	Sex_male	Embarked_C	Embarked_Q	Embarked_S	Name_Capt	Name_Col	Name_Don	Name_Dr	Name_Lady	Name_Major	Name_Master	Name_Miss	Name_Mlle	Name_Mme	Name_Mr	Name_Mrs	Name_Rev	Name_Sir
0	407	3	51.0	0	0	7.75	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	747	3	16.0	1	1	20.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	492	3	21.0	0	0	7.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	534	3	29.36	0	2	22.36	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	862	2	21.0	1	0	11.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	724	2	50.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	685	2	60.0	1	1	39.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	344	2	25.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	751	2	4.0	1	1	23.00	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	734	2	23.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	496	3	29.36	0	0	14.46	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	296	1	29.36	0	0	27.72	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	516	1	47.0	0	0	34.02	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	282	3	28.0	0	0	7.85	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	218	2	42.0	1	0	27.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	107	3	21.0	0	0	7.65	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	878	3	19.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	291	1	26.0	0	0	78.85	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	722	3	17.0	1	0	7.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	826	3	29.36	0	0	6.95	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	434	3	17.0	0	0	7.12	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	404	3	28.0	1	0	15.85	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	210	1	40.0	0	0	31.00	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	166	3	9.0	0	2	20.52	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
0	201	3	28.0	0	0	9.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	361	3	40.0	1	4	27.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	53	1	49.0	1	0	76.73	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	612	3	29.36	0	0	7.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	60	3	11.0	5	2	46.90	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	262	3	3.0	4	2	31.39	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	674	2	31.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	63	1	45.0	1	0	83.47	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	215	3	29.36	1	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	618	3	26.0	1	0	16.10	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	789	3	1.0	1	2	20.57	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	312	1	18.0	2	2	262.38	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	113	3	22.0	0	0	8.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	314	3	28.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	517	2	34.0	0	0	10.50	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	174	3	21.0	0	0	7.92	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	803	1	11.0	1	2	120.00	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
0	479	3	22.0	0	0	7.52	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	445	3	29.36	0	0	8.11	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	684	3	14.0	5	2	46.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	597	2	29.36	0	0	33.00	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	229	2	18.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	121	2	21.0	2	0	73.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	526	3	40.5	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	360	3	29.36	0	0	7.88	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	20	3	29.36	0	0	7.22	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	28	1	19.0	3	2	263.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	761	3	29.36	0	0	14.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	487	1	35.0	1	0	90.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	385	3	29.36	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	364	3	35.0	0	0	7.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	124	2	32.5	0	0	13.00	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	165	3	1.0	4	1	39.69	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
0	668	3	29.36	0	0	7.78	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	596	3	36.0	1	1	24.15	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	845	3	17.0	0	0	8.66	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	510	3	26.0	0	0	56.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	135	2	25.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	196	1	58.0	0	0	146.52	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	377	3	22.0	0	0	7.25	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	745	3	31.0	0	0	7.92	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	729	2	25.0	1	0	26.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	661	1	50.0	2	0	133.65	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False
0	437	3	21.0	2	2	34.38	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	9	3	27.0	0	2	11.13	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	835	3	18.0	0	0	8.30	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	794	1	29.36	0	0	30.70	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	891	3	32.0	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	851	3	4.0	4	2	31.27	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	854	1	16.0	0	1	39.40	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	552	2	27.0	0	0	26.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	671	2	40.0	1	1	39.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	228	3	20.5	0	0	7.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	763	3	20.0	0	0	7.23	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	591	3	35.0	0	0	7.12	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	155	3	29.36	0	0	7.31	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	104	3	33.0	0	0	8.65	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	443	3	25.0	1	0	7.78	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	592	1	52.0	1	0	78.27	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	584	1	36.0	0	0	40.12	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	277	3	45.0	0	0	7.75	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	514	1	54.0	1	0	59.40	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	83	3	29.36	0	0	7.79	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	856	3	18.0	0	1	9.35	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	390	2	17.0	0	0	12.00	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	579	3	29.36	1	0	14.46	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	500	3	24.0	0	0	7.80	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	412	3	29.36	0	0	6.86	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	687	3	14.0	4	1	39.69	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	73	2	21.0	0	0	73.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	887	2	27.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False
0	503	3	29.36	0	0	7.63	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	41	3	40.0	1	0	9.47	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	654	3	29.36	0	0	7.83	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	484	3	63.0	0	0	9.59	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	426	3	29.36	0	0	7.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	438	2	24.0	2	3	18.75	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	625	3	21.0	0	0	16.10	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	114	3	20.0	1	0	9.82	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	614	3	29.36	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	731	1	29.0	0	0	211.34	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	675	2	29.36	0	0	0.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	712	1	29.36	0	0	26.55	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	657	3	29.36	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	848	3	35.0	0	0	7.90	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	809	2	39.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	577	2	34.0	0	0	13.00	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	343	2	28.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	252	3	29.0	1	1	10.46	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	518	3	29.36	0	0	24.15	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	515	3	24.0	0	0	7.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	327	3	61.0	0	0	6.24	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	144	3	19.0	0	0	6.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	629	3	26.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	469	3	29.36	0	0	7.72	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	199	3	29.36	0	0	7.75	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	459	2	50.0	0	0	10.50	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	485	1	25.0	1	0	91.08	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	349	3	3.0	1	1	15.90	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
0	716	3	19.0	0	0	7.65	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	742	1	36.0	1	0	78.85	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	520	3	32.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	764	1	36.0	1	2	120.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	19	3	31.0	1	0	18.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	563	2	28.0	0	0	13.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	331	3	29.36	2	0	23.25	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	251	3	29.36	0	0	7.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	850	1	29.36	1	0	89.10	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	778	3	5.0	0	0	12.47	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	458	1	29.36	1	0	51.86	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	457	1	65.0	0	0	26.55	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	433	2	42.0	1	0	26.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
1	743	1	21.0	2	2	262.38	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	741	1	29.36	0	0	30.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	234	3	5.0	4	2	31.39	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	57	2	21.0	0	0	10.50	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	816	1	29.36	0	0	0.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	56	1	29.36	0	0	35.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	169	1	29.36	0	0	25.93	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	168	3	45.0	1	4	27.90	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	158	3	30.0	0	0	8.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	270	1	35.0	0	0	135.63	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	243	2	29.0	0	0	10.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	240	2	33.0	0	0	12.28	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	177	3	29.36	3	1	25.47	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	608	1	27.0	0	0	30.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	587	2	47.0	0	0	15.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	508	1	29.36	0	0	26.55	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	648	1	56.0	0	0	35.50	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
0	255	3	41.0	0	2	20.21	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	602	3	29.36	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	136	2	23.0	0	0	15.05	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	464	2	48.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	570	3	32.0	0	0	7.85	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	126	3	12.0	1	0	11.24	False	True	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	721	2	6.0	0	1	33.00	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	31	1	40.0	0	0	27.72	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
0	261	3	29.36	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	621	3	27.0	1	0	14.45	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	838	3	29.36	0	0	8.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	68	3	19.0	0	0	8.16	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	392	3	21.0	0	0	7.80	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	450	1	52.0	0	0	30.50	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False
0	873	1	33.0	0	0	5.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	11	3	4.0	1	1	16.70	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	187	3	29.36	1	0	15.50	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	795	3	25.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	780	1	43.0	0	1	211.34	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	509	3	28.0	0	0	22.52	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	285	1	29.36	0	0	26.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	34	2	66.0	0	0	10.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	172	3	4.0	4	1	29.12	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	447	2	13.0	0	1	19.50	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	537	1	45.0	0	0	26.55	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False
0	386	2	18.0	0	0	73.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	410	3	29.36	3	1	25.47	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	371	1	25.0	1	0	55.44	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	556	1	62.0	0	0	26.55	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	730	3	25.0	1	0	7.92	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	416	3	29.36	0	0	8.05	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	77	3	29.36	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	365	3	29.36	1	0	15.50	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	562	3	40.0	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	287	3	30.0	0	0	9.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	127	3	29.36	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	64	3	4.0	3	2	27.90	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
1	80	3	30.0	0	0	12.47	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	879	3	29.36	0	0	7.90	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	88	3	29.36	0	0	8.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	191	2	32.0	0	0	13.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	860	3	29.36	0	0	7.23	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	244	3	22.0	0	0	7.12	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	74	3	26.0	1	0	14.45	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	268	3	25.0	1	0	7.78	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	148	3	9.0	2	2	34.38	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	118	2	29.0	1	0	21.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	87	3	16.0	1	3	34.38	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	814	3	6.0	4	2	31.27	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	10	2	14.0	1	0	30.07	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	120	3	2.0	4	2	31.27	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	829	3	29.36	0	0	7.75	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	406	2	34.0	1	0	21.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	419	2	30.0	0	0	13.00	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	299	1	29.36	0	0	30.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	711	1	24.0	0	0	49.50	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
1	601	2	24.0	2	1	27.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	842	2	16.0	0	0	10.50	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	475	3	22.0	0	0	9.84	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	452	3	29.36	1	0	19.97	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	313	2	26.0	1	1	26.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
0	593	3	47.0	0	0	7.25	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	532	3	29.36	0	0	7.23	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	29	3	29.36	0	0	7.88	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	820	3	10.0	3	2	27.90	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False
0	744	3	24.0	1	0	16.10	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
0	512	3	29.36	0	0	8.05	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
1	470	3	0.75	2	1	19.26	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
0	206	3	2.0	0	1	10.46	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
1	755	2	48.0	1	2	65.00	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False
